Id,Probability
131,0.03065558
132,0.072623318
133,0.015207698
134,0.102067698
135,0.162120186
136,0.008870409
137,0.180322786
138,0.035705584
139,0.008372807
140,0.014152684
141,0.00487674
142,0.0129789
143,0.007195812
144,0.019060106
145,0.31236373
146,0.012208984
147,0.007954929
148,0.113018534
149,0.006613179
150,0.038905925
151,0.004953994
152,0.016596703
153,0.007244769
154,0.011761333
155,0.013135498
156,0.015859099
157,0.062242319
158,0.006828061
159,0.115281739
160,0.019456605
161,0.004774996
162,0.013014198
163,0.013302352
164,0.05067716
165,0.01178543
166,0.018627577
167,0.603644444
168,0.028335898
169,0.182249257
170,0.010877284
171,0.005903954
172,0.014178757
173,0.016521613
174,0.04270116
175,0.01399481
176,0.33577098
177,0.015279325
178,0.091934202
179,0.00996045
180,0.009930648
181,0.053142063
182,0.008513427
183,0.031499273
184,0.016052208
185,0.109559206
186,0.010307879
187,0.010695251
188,0.029688926
189,0.085581359
190,0.024680316
191,0.021472605
192,0.035231771
193,0.018610097
194,0.059893893
195,0.019240018
196,0.035379639
197,0.010994793
198,0.014978023
199,0.009027653
200,0.006340587
201,0.05923435
202,0.032690544
203,0.322638404
204,0.051448445
205,0.056183645
206,0.005785579
207,0.023592812
208,0.005711902
209,0.065824825
210,0.006658763
211,0.114646139
212,0.018043047
213,0.014078294
214,0.012951583
215,0.020744523
216,0.066124929
217,0.010610732
218,0.088757132
219,0.018651782
220,0.00492112
221,0.013219807
222,0.015396718
223,0.01445175
224,0.012155979
225,0.008563725
226,0.072452991
227,0.011432132
228,0.063680277
229,0.074290148
230,0.360946339
231,0.329485955
232,0.011390368
233,0.010744189
234,0.016328064
235,0.006040839
236,0.230264954
237,0.110090581
238,0.006982921
239,0.025481194
240,0.013949129
241,0.039749013
242,0.012510505
243,0.004965336
244,0.026009782
245,0.064972925
246,0.015880071
247,0.034946796
248,0.008479275
249,0.033289755
250,0.253235361
251,0.04156246
252,0.293532137
253,0.006343065
254,0.115271597
255,0.012758934
256,0.011066135
257,0.033059163
258,0.187257851
259,0.052559231
260,0.098766087
261,0.012026124
262,0.014157887
263,0.008488141
264,0.050881784
265,0.061902216
266,0.011423465
267,0.056206063
268,0.03929097
269,0.250264915
270,0.005504501
271,0.024206718
272,0.059115541
273,0.008758994
274,0.012360332
275,0.008262482
276,0.014923023
277,0.019041141
278,0.006634439
279,0.083755649
280,0.022402862
281,0.559405514
282,0.060731695
283,0.057062296
284,0.011726681
285,0.012078154
286,0.010583196
287,0.015992301
288,0.02941612
289,0.051804347
290,0.073197194
291,0.379936556
292,0.012346853
293,0.022928971
294,0.009905709
295,0.005059849
296,0.021675073
297,0.010205165
298,0.021323672
299,0.005435615
300,0.005211346
301,0.076808552
302,0.005700983
303,0.013611788
304,0.028595408
305,0.433764529
306,0.028096412
307,0.011689817
308,0.34324583
309,0.221798578
310,0.018021049
311,0.479506716
312,0.024323761
313,0.319798545
314,0.049012752
315,0.040883188
316,0.069337937
317,0.273799023
318,0.005742148
319,0.01718744
320,0.075160665
321,0.110848661
322,0.014251214
323,0.010543782
324,0.00897121
325,0.092984793
326,0.009843914
327,0.013486765
328,0.011503532
329,0.030896799
330,0.007627516
331,0.013995298
332,0.012392735
333,0.014851905
334,0.042361306
335,0.035615628
336,0.045109712
337,0.01796101
338,0.310539815
339,0.050498404
340,0.016472188
341,0.004224893
342,0.016979973
343,0.016909946
344,0.048486474
345,0.03927387
346,0.020698259
347,0.389379418
348,0.12481446
349,0.016493083
350,0.013625027
351,0.074640802
352,0.048047405
353,0.004319469
354,0.091575442
355,0.019212319
356,0.009155312
357,0.612740601
358,0.006611103
359,0.044920698
360,0.20652532
361,0.022172958
362,0.013751739
363,0.005861538
364,0.016724367
365,0.219563792
366,0.065965422
367,0.020352545
368,0.06602359
369,0.011075966
370,0.388881851
371,0.012324337
372,0.095329847
373,0.008838656
374,0.009785843
375,0.018058363
376,0.00661347
377,0.018248336
378,0.007676817
379,0.013232352
380,0.016822803
381,0.009623152
382,0.022062158
383,0.054076479
384,0.146600096
385,0.011080816
386,0.00468144
387,0.004386629
388,0.023683005
389,0.028453875
390,0.014973275
391,0.003577232
392,0.008200699
393,0.014926859
394,0.092049976
395,0.013095976
396,0.004481174
397,0.08945007
398,0.111555083
399,0.006557982
400,0.02250329
401,0.009382511
402,0.007352375
403,0.018950676
404,0.00415558
405,0.680778947
406,0.680633333
407,0.019061014
408,0.079178671
409,0.024992036
410,0.016976428
411,0.018866599
412,0.029428893
413,0.082501619
414,0.017534345
415,0.007826967
416,0.203056244
417,0.098908841
418,0.036868277
419,0.007279122
420,0.023259024
421,0.007756842
422,0.007351207
423,0.025629882
424,0.009810914
425,0.00784969
426,0.008870024
427,0.064320958
428,0.014324136
429,0.116896155
430,0.011121642
431,0.25388728
432,0.008289717
433,0.014087965
434,0.013866421
435,0.053495365
436,0.03302013
437,0.050163142
438,0.063032771
439,0.008648135
440,0.031126916
441,0.016611596
442,0.033329987
443,0.044693792
444,0.009087966
445,0.035892794
446,0.235126424
447,0.007800067
448,0.066756601
449,0.036931877
450,0.007237769
451,0.037308284
452,0.01043779
453,0.085905204
454,0.020347693
455,0.060799522
456,0.021239053
457,0.049921159
458,0.01641764
459,0.059820852
460,0.012987972
461,0.014081786
462,0.06451401
463,0.012431065
464,0.068162857
465,0.033194785
466,0.011888631
467,0.00696646
468,0.019501726
469,0.007969729
470,0.189289703
471,0.007556238
472,0.009134695
473,0.341262496
474,0.033045558
475,0.024166661
476,0.011823841
477,0.008100752
478,0.014300206
479,0.048903975
480,0.01114883
481,0.049399972
482,0.012100506
483,0.041347715
484,0.067036392
485,0.005072973
486,0.229013041
487,0.051829586
488,0.055140227
489,0.233904283
490,0.056539529
491,0.007988671
492,0.022746881
493,0.431902053
494,0.019298534
495,0.262538835
496,0.024938655
497,0.011574687
498,0.012897327
499,0.051287138
500,0.012290941
501,0.017319148
502,0.018484654
503,0.033992864
504,0.0165806
505,0.006161059
506,0.23574318
507,0.057047661
508,0.005504118
509,0.004960118
510,0.009915043
511,0.01845736
512,0.225934302
513,0.051224135
514,0.024322082
515,0.019713294
516,0.309700559
517,0.006536952
518,0.013546538
519,0.005455398
520,0.020208903
521,0.014450384
522,0.006943526
523,0.079492255
524,0.067940517
525,0.062673136
526,0.490811098
527,0.0878397
528,0.008148176
529,0.247912367
530,0.017240184
531,0.009852217
532,0.006779326
533,0.014161233
534,0.011195052
535,0.013511041
536,0.00657007
537,0.020772298
538,0.061086477
539,0.016242191
540,0.009865491
541,0.017850648
542,0.01643469
543,0.125264806
544,0.106839712
545,0.020577658
546,0.008906887
547,0.101039068
548,0.007005185
549,0.004576931
550,0.168604783
551,0.234648167
552,0.182485511
553,0.018820965
554,0.007615148
555,0.148133204
556,0.012696214
557,0.021609494
558,0.018905883
559,0.084543441
560,0.073133581
561,0.00666826
562,0.01347304
563,0.078024522
564,0.048051781
565,0.076567502
566,0.01546101
567,0.006062473
568,0.018391436
569,0.447131404
570,0.047171019
571,0.112357042
572,0.014705613
573,0.010595364
574,0.066152619
575,0.071774779
576,0.0062099
577,0.05811368
578,0.009040889
579,0.125982358
580,0.007297398
581,0.012002517
582,0.013049069
583,0.00703751
584,0.017817026
585,0.02757188
586,0.007362034
587,0.016359044
588,0.051694279
589,0.017396542
590,0.011069552
591,0.137607419
592,0.018882362
593,0.017107253
594,0.015800057
595,0.182519986
596,0.050489024
597,0.016624687
598,0.025137483
599,0.025132581
600,0.007619108
601,0.009992007
602,0.037733631
603,0.0135964
604,0.01453582
605,0.08572155
606,0.011146486
607,0.092068204
608,0.030069625
609,0.369867232
610,0.01879872
611,0.035919368
612,0.005518686
613,0.010827271
614,0.022087104
615,0.019398699
616,0.005985158
617,0.092625318
618,0.011000346
619,0.015288691
620,0.018799018
621,0.0055719
622,0.027609988
623,0.018520823
624,0.034258798
625,0.07254736
626,0.48580529
627,0.120134984
628,0.011341669
629,0.011084159
630,0.129564179
631,0.008016281
632,0.025573801
633,0.006641066
634,0.027671684
635,0.121677096
636,0.005074083
637,0.007632053
638,0.017456529
639,0.103911968
640,0.005530427
641,0.008102176
642,0.31909503
643,0.125832494
644,0.514628511
645,0.07090896
646,0.273307518
647,0.022366291
648,0.107874881
649,0.006253625
650,0.014444091
651,0.357219921
652,0.011041178
653,0.040381054
654,0.451989078
655,0.011303386
656,0.021889515
657,0.00824985
658,0.007106631
659,0.091744769
660,0.145880413
661,0.027250639
662,0.217527514
663,0.103749276
664,0.097063261
665,0.467701289
666,0.003893275
667,0.014515359
668,0.090037451
669,0.358515031
670,0.033589884
671,0.010443262
672,0.08465613
673,0.049656808
674,0.005059159
675,0.374223209
676,0.138702808
677,0.026605129
678,0.026932656
679,0.035163192
680,0.189437911
681,0.029737125
682,0.018475973
683,0.043290286
684,0.01233404
685,0.10043056
686,0.004729369
687,0.006566808
688,0.011490122
689,0.093655297
690,0.019605102
691,0.045362642
692,0.322936127
693,0.017932314
694,0.039848771
695,0.031545911
696,0.015305889
697,0.007840435
698,0.042192777
699,0.254954702
700,0.013082278
701,0.005519153
702,0.235210133
703,0.120259405
704,0.37712881
705,0.014825274
706,0.009619976
707,0.026287003
708,0.010948244
709,0.022651895
710,0.007114755
711,0.031281747
712,0.13461291
713,0.012513551
714,0.010113513
715,0.012607637
716,0.427065599
717,0.010141371
718,0.032488088
719,0.025731712
720,0.008169941
721,0.00774341
722,0.013365732
723,0.045143107
724,0.011140042
725,0.22336578
726,0.02825837
727,0.015006858
728,0.032422788
729,0.083952366
730,0.512159768
731,0.028039599
732,0.027075871
733,0.009059878
734,0.01181482
735,0.091343409
736,0.042478448
737,0.060093925
738,0.128677644
739,0.018096552
740,0.00576654
741,0.018092687
742,0.017038021
743,0.045979938
744,0.030225256
745,0.012209976
746,0.040762956
747,0.009131813
748,0.032647249
749,0.023585997
750,0.058868214
751,0.153402766
752,0.005322549
753,0.013105802
754,0.005159567
755,0.040767295
756,0.013897707
757,0.044600675
758,0.011131823
759,0.013207455
760,0.013386807
761,0.009074853
762,0.046923496
763,0.121941351
764,0.006013463
765,0.022925932
766,0.062395524
767,0.005514131
768,0.066716207
769,0.011837842
770,0.140949815
771,0.008065144
772,0.130799696
773,0.103997935
774,0.011687715
775,0.053699677
776,0.011503557
777,0.086178025
778,0.01010651
779,0.011210914
780,0.382704263
781,0.111357765
782,0.019396019
783,0.014412931
784,0.087739976
785,0.014590971
786,0.12407086
787,0.033568507
788,0.02392899
789,0.106025294
790,0.127008404
791,0.020330909
792,0.311908158
793,0.157595324
794,0.016702764
795,0.257437681
796,0.004750108
797,0.092047319
798,0.011733589
799,0.333918833
800,0.016678345
801,0.020859781
802,0.012693312
803,0.047936454
804,0.012431182
805,0.278488174
806,0.031240754
807,0.007776598
808,0.129540117
809,0.033891928
810,0.043958873
811,0.058401245
812,0.041571917
813,0.024794382
814,0.013660511
815,0.143142164
816,0.050322132
817,0.007041222
818,0.023181981
819,0.009261347
820,0.057530793
821,0.016137259
822,0.181970592
823,0.009351578
824,0.021585268
825,0.011868039
826,0.023189476
827,0.035508097
828,0.025529418
829,0.011419117
830,0.023841628
831,0.151284314
832,0.018923537
833,0.162503277
834,0.010063822
835,0.041275944
836,0.026524288
837,0.101865128
838,0.017410869
839,0.109233024
840,0.337581246
841,0.131738401
842,0.056835273
843,0.187927201
844,0.064928861
845,0.59514023
846,0.601666512
847,0.013865855
848,0.009669253
849,0.150735377
850,0.024354622
851,0.025598582
852,0.022387044
853,0.063997874
854,0.027876422
855,0.003890015
856,0.031723526
857,0.039050264
858,0.03698373
859,0.005979341
860,0.057136749
861,0.288663675
862,0.004489285
863,0.009492605
864,0.010914597
865,0.008140293
866,0.007670788
867,0.005553383
868,0.107199398
869,0.035467626
870,0.010736918
871,0.01156295
872,0.035200062
873,0.007772903
874,0.005818901
875,0.005948309
876,0.038237538
877,0.014120785
878,0.022188128
879,0.008682358
880,0.033914259
881,0.013079939
882,0.069667244
883,0.106082028
884,0.047409207
885,0.006749103
886,0.017033078
887,0.067016285
888,0.448217352
889,0.042904947
890,0.060366542
891,0.012380147
892,0.007566786
893,0.587493754
894,0.703547619
895,0.020928841
896,0.014796585
897,0.012284085
898,0.005268767
899,0.018699505
900,0.004576514
901,0.091586149
902,0.031996599
903,0.009463476
904,0.008603227
905,0.0059682
906,0.016150174
907,0.082164863
908,0.156074654
909,0.040283244
910,0.024173742
911,0.042026719
912,0.037670412
913,0.006435476
914,0.012023923
915,0.035885059
916,0.024831001
917,0.018939906
918,0.011161886
919,0.023202166
920,0.024649025
921,0.058830285
922,0.096096374
923,0.10719687
924,0.017020999
925,0.014821428
926,0.10544798
927,0.047513624
928,0.017981637
929,0.033135915
930,0.247882879
931,0.3074445
932,0.014266159
933,0.021711099
934,0.103066548
935,0.005290906
936,0.006510927
937,0.007981305
938,0.008877154
939,0.024285273
940,0.0093313
941,0.081181544
942,0.009290119
943,0.082455578
944,0.196486301
945,0.018968366
946,0.016493239
947,0.045264698
948,0.014867208
949,0.014702613
950,0.010901162
951,0.007166765
952,0.104707304
953,0.076285668
954,0.006285049
955,0.124574596
956,0.055004638
957,0.013259469
958,0.021165962
959,0.01071202
960,0.01448114
961,0.011533438
962,0.014358558
963,0.007326085
964,0.012492187
965,0.019643319
966,0.034049322
967,0.040780083
968,0.027737953
969,0.284014498
970,0.247714042
971,0.009947472
972,0.340119244
973,0.024021773
974,0.067217099
975,0.006407443
976,0.025535838
977,0.06912032
978,0.028068781
979,0.050683464
980,0.613436166
981,0.004826551
982,0.006123246
983,0.01423802
984,0.010864988
985,0.024783964
986,0.24421753
987,0.008537551
988,0.007554076
989,0.01562188
990,0.02933882
991,0.017668005
992,0.004779466
993,0.008879098
994,0.022725038
995,0.006642685
996,0.299408574
997,0.005986301
998,0.019424923
999,0.01419998
1000,0.012482337
1001,0.004995866
1002,0.059889628
1003,0.018349576
1004,0.017184032
1005,0.060387837
1006,0.016513784
1007,0.031656729
1008,0.009569333
1009,0.021851058
1010,0.010334088
1011,0.023301097
1012,0.010270672
1013,0.013465421
1014,0.095100751
1015,0.017025731
1016,0.151343715
1017,0.010498204
1018,0.371533425
1019,0.024580155
1020,0.005422324
1021,0.015313205
1022,0.052938877
1023,0.021906296
1024,0.269114215
1025,0.02321359
1026,0.007418662
1027,0.020432614
1028,0.013786667
1029,0.005203385
1030,0.014585044
1031,0.008287244
1032,0.095838368
1033,0.01760413
1034,0.026444574
1035,0.007962577
1036,0.017232572
1037,0.011645883
1038,0.008229206
1039,0.007756495
1040,0.005170267
1041,0.11292668
1042,0.292529726
1043,0.013056781
1044,0.043706598
1045,0.017314307
1046,0.013674961
1047,0.012420748
1048,0.019493531
1049,0.022542782
1050,0.014578892
1051,0.016718311
1052,0.038853178
1053,0.189953075
1054,0.007050782
1055,0.069219685
1056,0.005986698
1057,0.004731601
1058,0.022082832
1059,0.099285228
1060,0.052907188
1061,0.08600742
1062,0.043350538
1063,0.015653172
1064,0.013485836
1065,0.134883944
1066,0.029681752
1067,0.030336361
1068,0.007113517
1069,0.009601938
1070,0.009993035
1071,0.011900086
1072,0.051836186
1073,0.418501309
1074,0.0180646
1075,0.013886897
1076,0.067410633
1077,0.058019696
1078,0.012694058
1079,0.186486345
1080,0.033554788
1081,0.024107438
1082,0.165328583
1083,0.012508155
1084,0.028609061
1085,0.018318567
1086,0.009465893
1087,0.025723362
1088,0.081359249
1089,0.364413223
1090,0.00780834
1091,0.011546318
1092,0.013008853
1093,0.079378691
1094,0.013101633
1095,0.123251293
1096,0.067755246
1097,0.063057568
1098,0.168186071
1099,0.11750062
1100,0.042696586
1101,0.021099977
1102,0.016457308
1103,0.023806442
1104,0.006784311
1105,0.038476433
1106,0.050571997
1107,0.025481194
1108,0.134825303
1109,0.079495214
1110,0.013625938
1111,0.020391002
1112,0.0148415
1113,0.015743614
1114,0.024132286
1115,0.010202035
1116,0.01718046
1117,0.041231801
1118,0.274489453
1119,0.016887123
1120,0.029920888
1121,0.038777624
1122,0.008313973
1123,0.034595415
1124,0.120076148
1125,0.018228338
1126,0.089523489
1127,0.011204556
1128,0.313637213
1129,0.02064896
1130,0.01941001
1131,0.010265731
1132,0.434860452
1133,0.039744854
1134,0.090749938
1135,0.18995019
1136,0.032634443
1137,0.017830117
1138,0.011352731
1139,0.014644656
1140,0.012391581
1141,0.028742892
1142,0.011173243
1143,0.132841458
1144,0.223507773
1145,0.031570374
1146,0.026492559
1147,0.068446138
1148,0.018954441
1149,0.023126363
1150,0.018224508
1151,0.016033796
1152,0.084363492
1153,0.01234461
1154,0.012887412
1155,0.079625224
1156,0.016529256
1157,0.452025098
1158,0.544604999
1159,0.06591883
1160,0.008842128
1161,0.202730591
1162,0.039794395
1163,0.032410807
1164,0.040777252
1165,0.061094781
1166,0.034993246
1167,0.350337388
1168,0.011891102
1169,0.032185495
1170,0.02125001
1171,0.433709424
1172,0.016812215
1173,0.020941184
1174,0.013106301
1175,0.087847223
1176,0.452741778
1177,0.480971746
1178,0.263337066
1179,0.028304537
1180,0.142248653
1181,0.467013234
1182,0.034898597
1183,0.043648111
1184,0.251169599
1185,0.031558908
1186,0.096162247
1187,0.101618959
1188,0.674331909
1189,0.059922088
1190,0.006873989
1191,0.484816667
1192,0.012502441
1193,0.47505439
1194,0.034612616
1195,0.107906699
1196,0.005906404
1197,0.009298392
1198,0.010740962
1199,0.085916673
1200,0.060396697
1201,0.05402458
1202,0.010220198
1203,0.006700617
1204,0.005161515
1205,0.019579084
1206,0.007284099
1207,0.561255002
1208,0.031338361
1209,0.089732779
1210,0.021227406
1211,0.100329865
1212,0.10546265
1213,0.005366448
1214,0.007178761
1215,0.691858442
1216,0.021488049
1217,0.060061976
1218,0.004661047
1219,0.123358329
1220,0.014221838
1221,0.046491685
1222,0.080888941
1223,0.208685497
1224,0.009770029
1225,0.061350773
1226,0.019558488
1227,0.007626848
1228,0.043063895
1229,0.363830296
1230,0.527593673
1231,0.011210908
1232,0.088435131
1233,0.015843357
1234,0.689791667
1235,0.7918
1236,0.010373997
1237,0.060698584
1238,0.488221515
1239,0.05553116
1240,0.019354588
1241,0.005135434
1242,0.02725393
1243,0.010317879
1244,0.027786416
1245,0.039383114
1246,0.133070003
1247,0.019074299
1248,0.010070733
1249,0.092196007
1250,0.018655307
1251,0.286040775
1252,0.091410075
1253,0.006667717
1254,0.110682935
1255,0.042168314
1256,0.06302238
1257,0.026555504
1258,0.015037322
1259,0.009992751
1260,0.19640115
1261,0.025599965
1262,0.109439805
1263,0.082665113
1264,0.01462997
1265,0.009342464
1266,0.046621305
1267,0.06833769
1268,0.074860874
1269,0.020482346
1270,0.027403099
1271,0.007785979
1272,0.288541493
1273,0.229577681
1274,0.083209161
1275,0.126810375
1276,0.543756545
1277,0.01980817
1278,0.281873624
1279,0.039882808
1280,0.009436791
1281,0.229055583
1282,0.019290814
1283,0.080732997
1284,0.076515361
1285,0.008922769
1286,0.020058659
1287,0.018007804
1288,0.086379535
1289,0.017201421
1290,0.036002894
1291,0.023005945
1292,0.107500264
1293,0.032723901
1294,0.574302865
1295,0.030473571
1296,0.006660916
1297,0.042862866
1298,0.006586112
1299,0.004781993
1300,0.082186016
1301,0.022535552
1302,0.015490186
1303,0.138476461
1304,0.065147573
1305,0.007983241
1306,0.004776522
1307,0.119149993
1308,0.005486455
1309,0.027906264
1310,0.104195805
1311,0.00491874
1312,0.013763554
1313,0.082361833
1314,0.012115101
1315,0.052673586
1316,0.028305078
1317,0.41321353
1318,0.014813584
1319,0.008492965
1320,0.020836962
1321,0.012135404
1322,0.023637598
1323,0.045886833
1324,0.057810831
1325,0.048751841
1326,0.016246216
1327,0.035783323
1328,0.037443624
1329,0.150117201
1330,0.022266988
1331,0.032724245
1332,0.005257843
1333,0.039204364
1334,0.016667507
1335,0.06891016
1336,0.060598367
1337,0.010779738
1338,0.052441265
1339,0.162857977
1340,0.037824844
1341,0.017914494
1342,0.018865493
1343,0.010089432
1344,0.019646357
1345,0.018048878
1346,0.010251615
1347,0.068465275
1348,0.076843013
1349,0.303624941
1350,0.021712865
1351,0.031382651
1352,0.040949848
1353,0.006114
1354,0.018765177
1355,0.042818395
1356,0.02025235
1357,0.044272611
1358,0.014671822
1359,0.023071837
1360,0.005004582
1361,0.265778406
1362,0.010950358
1363,0.006159624
1364,0.027886227
1365,0.058518963
1366,0.008319648
1367,0.016706087
1368,0.144563954
1369,0.474145823
1370,0.011193248
1371,0.04728459
1372,0.013185529
1373,0.021361535
1374,0.089756849
1375,0.073554628
1376,0.022687606
1377,0.365788139
1378,0.009626828
1379,0.037363114
1380,0.004979876
1381,0.115414033
1382,0.054871204
1383,0.039613826
1384,0.006818203
1385,0.008523426
1386,0.004938748
1387,0.049635703
1388,0.109708762
1389,0.057604193
1390,0.03567499
1391,0.016214793
1392,0.020441415
1393,0.02518344
1394,0.087992824
1395,0.053664966
1396,0.046485666
1397,0.02921787
1398,0.023497423
1399,0.18770658
1400,0.062464816
1401,0.017474041
1402,0.014666009
1403,0.011354
1404,0.053930204
1405,0.011013187
1406,0.010805985
1407,0.05664499
1408,0.031677422
1409,0.016325118
1410,0.014441985
1411,0.01184076
1412,0.007168486
1413,0.016429647
1414,0.014406104
1415,0.013151972
1416,0.021896811
1417,0.029318909
1418,0.007448547
1419,0.572478503
1420,0.021413738
1421,0.037267228
1422,0.097132588
1423,0.005969408
1424,0.055929564
1425,0.008628277
1426,0.007104923
1427,0.015476848
1428,0.019283173
1429,0.032303825
1430,0.02369374
1431,0.102952758
1432,0.012706284
1433,0.014484821
1434,0.011897266
1435,0.017868975
1436,0.369296674
1437,0.032830827
1438,0.008585963
1439,0.018179252
1440,0.405877991
1441,0.012127182
1442,0.015469761
1443,0.008449803
1444,0.020689375
1445,0.010152562
1446,0.272234537
1447,0.085224022
1448,0.028731095
1449,0.00567673
1450,0.004624086
1451,0.095610785
1452,0.012190676
1453,0.010911911
1454,0.015196194
1455,0.033242218
1456,0.259851254
1457,0.021642535
1458,0.006103719
1459,0.009142952
1460,0.029708138
1461,0.027516804
1462,0.016002134
1463,0.130418163
1464,0.005508694
1465,0.013245628
1466,0.017838206
1467,0.0742978
1468,0.0090998
1469,0.14096487
1470,0.010977552
1471,0.185780081
1472,0.03856227
1473,0.018395099
1474,0.021201625
1475,0.334247974
1476,0.189071541
1477,0.02614397
1478,0.006329411
1479,0.078077134
1480,0.01535694
1481,0.011861288
1482,0.051482978
1483,0.005839319
1484,0.029115663
1485,0.386345145
1486,0.459589879
1487,0.042708011
1488,0.013480766
1489,0.078950935
1490,0.018092754
1491,0.053065218
1492,0.030787104
1493,0.01032175
1494,0.032915988
1495,0.220100751
1496,0.018460578
1497,0.00987707
1498,0.111020613
1499,0.038539796
1500,0.012109445
1501,0.116569322
1502,0.040940714
1503,0.102229518
1504,0.102806678
1505,0.005335787
1506,0.077019729
1507,0.030487274
1508,0.043739199
1509,0.052729708
1510,0.035707328
1511,0.008607201
1512,0.026300436
1513,0.015198781
1514,0.016446865
1515,0.014437988
1516,0.008706159
1517,0.187121333
1518,0.115956796
1519,0.016404428
1520,0.0429054
1521,0.040855893
1522,0.03226733
1523,0.031044307
1524,0.005178473
1525,0.032988061
1526,0.195259297
1527,0.088237899
1528,0.055607938
1529,0.068365303
1530,0.041091412
1531,0.019485986
1532,0.062903976
1533,0.213359728
1534,0.059073345
1535,0.008084574
1536,0.019046481
1537,0.334653975
1538,0.010207919
1539,0.005445555
1540,0.008694753
1541,0.180193176
1542,0.012138147
1543,0.03581129
1544,0.024905176
1545,0.010551873
1546,0.009732807
1547,0.080836016
1548,0.042461064
1549,0.066611598
1550,0.009683008
1551,0.010809777
1552,0.016793669
1553,0.089432125
1554,0.030766236
1555,0.509590242
1556,0.015320632
1557,0.004817833
1558,0.561243321
1559,0.084002191
1560,0.091067839
1561,0.016862947
1562,0.0146793
1563,0.081869478
1564,0.009245044
1565,0.033410158
1566,0.01366934
1567,0.009831841
1568,0.0082974
1569,0.033606752
1570,0.264056341
1571,0.014266773
1572,0.023945972
1573,0.069966706
1574,0.007548729
1575,0.026482045
1576,0.027941283
1577,0.004717258
1578,0.011369262
1579,0.01234921
1580,0.024810424
1581,0.005229621
1582,0.012243547
1583,0.004640816
1584,0.008637866
1585,0.010887153
1586,0.192530358
1587,0.108917601
1588,0.1531564
1589,0.009695381
1590,0.005703514
1591,0.018583429
1592,0.005210643
1593,0.006622385
1594,0.20746833
1595,0.12272422
1596,0.011318854
1597,0.013887703
1598,0.016237576
1599,0.025208142
1600,0.005415267
1601,0.005952539
1602,0.007193795
1603,0.051453195
1604,0.011165935
1605,0.017765504
1606,0.028179827
1607,0.024940541
1608,0.035227214
1609,0.026608981
1610,0.009471974
1611,0.023783436
1612,0.111206446
1613,0.02403065
1614,0.079508893
1615,0.016086322
1616,0.66637619
1617,0.556664741
1618,0.023699015
1619,0.090206378
1620,0.460753041
1621,0.473047634
1622,0.062111303
1623,0.6
1624,0.03543714
1625,0.011219408
1626,0.012123031
1627,0.021521386
1628,0.012005849
1629,0.020287712
1630,0.008638192
1631,0.006939845
1632,0.347623238
1633,0.185960834
1634,0.020812128
1635,0.008574269
1636,0.067610271
1637,0.019657694
1638,0.014867572
1639,0.007213079
1640,0.047194973
1641,0.008206113
1642,0.005442496
1643,0.015748817
1644,0.017825673
1645,0.008218265
1646,0.00784287
1647,0.34324583
1648,0.080491969
1649,0.033588597
1650,0.072112378
1651,0.392757156
1652,0.006342452
1653,0.013190059
1654,0.105791697
1655,0.02771661
1656,0.009867882
1657,0.006506516
1658,0.022264451
1659,0.019797084
1660,0.47624199
1661,0.047120866
1662,0.131529307
1663,0.00719988
1664,0.074939141
1665,0.031078586
